SITE_ID,NFI_SITE,NEAREST_TOWN,PROVINCIAL_MUNICIPALS,PUBLIC_LATTITUDE,PUBLIC_LONGITUDE,ELEVATION,PANEL,CENTER_OF_9_PANELS,ECOZONE_,WHITE_GREEN_ZONE,FOREST_MANAGEMENT_AGREEMENTS,LANDUSE_FRAMEWORK,NATIONAL_PARKS,NATURAL_REGIONS,NATURAL_SUBREGIONS,PROVINCIAL_PROTECTED_AREAS,SUSTAINABLE_RESOURCE_DEVELOPME,WATERSHEDS,WPAC
"125","1108116","Fort Chipewyan","Wood Buffalo","58.865517","-110.195","240.2032929","E",,"Boreal Shield","Green Area",,"Lower Athabasca",,"Boreal","Athabasca Plain",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"126","1114856","Habay","Mackenzie","59.429874","-119.803429","581.8143921","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"127","1114861","Habay","Mackenzie","59.445538","-119.460838","763.8037109","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Upper Hay","Hay",
"128","1114866","Habay","Mackenzie","59.447678","-119.101288","597.4981079","B",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"129","1114871","Habay","Mackenzie","59.431057","-118.767242","705.4816284","B",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Upper Hay","Hay",
"130","1114876","Habay","Mackenzie","59.372177","-118.382347","574.3596802","B",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Upper Hay","Hay",
"131","1114881","Habay","Mackenzie","59.344997","-118.036362","421.446106","E",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"132","1114886","Habay","Mackenzie","59.368443","-117.710686","351.5497131","E",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"133","1114891","High Level","Mackenzie","59.348869","-117.385674","327.5932007","E",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"134","1114896","High Level","Mackenzie","59.327","-117.027519","371.0692139","A",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"135","1114901","High Level","Mackenzie","59.292957","-116.65461","438.8052063","A",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"136","1114906","High Level","Mackenzie","59.248165","-116.391609","591.5678101","A","YES","Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Upper Hay","Hay",
"137","1114911","Fort Vermilion","Mackenzie","59.2355","-116.033951","855.1937256","C",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic",,"Upper Hay","Hay",
"138","1114916","John D'Or Prairie","Mackenzie","59.166348","-115.630699","993.890625","C",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic",,"Upper Hay","Central Peace - Lower","Mighty Peace Watershed Alliance"
"139","1114921","John D'Or Prairie","Mackenzie","59.182209","-115.300041","939.3054199","C",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic","Caribou Mountains Wildland","Upper Hay","Slave",
"140","1114926","John D'Or Prairie","Mackenzie","59.132816","-114.939079","928.8148193","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic","Caribou Mountains Wildland","Upper Hay","Lower Peace","Mighty Peace Watershed Alliance"
"141","1114931","Garden Creek","Mackenzie","59.106171","-114.621773","814.4412231","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic","Caribou Mountains Wildland","Upper Hay","Lower Peace","Mighty Peace Watershed Alliance"
"142","1114936","Garden Creek","Mackenzie","59.080051","-114.247124","850.5377808","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic","Caribou Mountains Wildland","Upper Hay","Lower Peace","Mighty Peace Watershed Alliance"
"143","1114941","Garden Creek","Wood Buffalo NP","59.073212","-113.970581","700.0441284","B",,"Taiga Plain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Lower Boreal Highlands",,,"Lower Peace","Mighty Peace Watershed Alliance"
"144","1114946","Garden Creek","Wood Buffalo NP","59.019142","-113.563141","270.1759033","B",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"145","1114951","Garden Creek","Wood Buffalo NP","58.989044","-113.234497","257.5202026","B",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"146","1114956","Garden Creek","Wood Buffalo NP","58.945728","-112.831657","258.129303","E",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"147","1114961","Garden Creek","Wood Buffalo NP","58.926662","-112.604309","247.2682037","E",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"148","1114966","Fort Chipewyan","Wood Buffalo NP","58.867863","-112.243294","228.3361054","E",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"149","1114971","Fort Chipewyan","Wood Buffalo NP","58.861977","-111.826012","213.173996","A",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Peace-Athabasca Delta",,,"Lower Peace","Mighty Peace Watershed Alliance"
"150","1114976","Fort Chipewyan","Wood Buffalo NP","58.822025","-111.529236","212.1878052","A",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Canadian Shield","Kazan Uplands",,,"Slave","Mighty Peace Watershed Alliance"
"151","1114981","Fort Chipewyan","Wood Buffalo NP","58.768562","-111.240944","213.1289978","A",,"Boreal PLain","Green Area",,"Lower Athabasca",,"Boreal","Peace-Athabasca Delta",,"Waterways","Slave","Mighty Peace Watershed Alliance"
"152","1114986","Fort Chipewyan","Wood Buffalo","58.781075","-110.862381","208.5","C",,"Boreal Shield","Green Area",,"Lower Athabasca",,"Boreal","Athabasca Plain",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"153","1114991","Fort Chipewyan","Wood Buffalo","58.732189","-110.518013","208.5","C",,"Boreal Shield","Green Area",,"Lower Athabasca",,"Boreal","Athabasca Plain",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"154","1114996","Fort Chipewyan","Wood Buffalo","58.704395","-110.185188","260.0003967","C",,"Boreal Shield","Green Area",,"Lower Athabasca",,"Boreal","Athabasca Plain",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"155","1121736","Habay","Mackenzie","59.257164","-119.856628","568.053894","D","YES","Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"156","1121741","Habay","Mackenzie","59.25803","-119.550362","589.3400269","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"157","1121746","Habay","Mackenzie","59.255928","-119.221596","552.0371094","B",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Upper Hay","Hay",
"158","1121751","Habay","Mackenzie","59.225224","-118.862061","487.8594055","B","YES","Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Upper Hay","Hay",
"159","1121756","Habay","Mackenzie","59.227409","-118.438774","392.828186","B",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Upper Hay","Hay",
"160","1121761","Habay","Mackenzie","59.170574","-118.207489","371.0450134","E",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"161","1121766","Habay","Mackenzie","59.192177","-117.813477","346.3898926","E","YES","Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"162","1121771","High Level","Mackenzie","59.1567","-117.473236","353.5603027","E",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"163","1121776","High Level","Mackenzie","59.105827","-117.153389","389.8420105","A",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"164","1121781","High Level","Mackenzie","59.125423","-116.707664","490.6004028","A",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Northern Mixedwood",,"Upper Hay","Hay",
"165","1121786","High Level","Mackenzie","59.085716","-116.429916","778.3652954","A",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Upper Hay","Hay",
"166","1121791","Fort Vermilion","Mackenzie","59.067535","-116.048676","790.7307129","C",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic",,"Upper Hay","Central Peace - Lower","Mighty Peace Watershed Alliance"
"167","1121796","John D'Or Prairie","Mackenzie","59.049294","-115.684799","864.5933838","C","YES","Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic",,"Upper Hay","Central Peace - Lower","Mighty Peace Watershed Alliance"
"168","1121801","John D'Or Prairie","Mackenzie","58.998829","-115.386452","874.6677246","C",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic","Caribou Mountains Wildland","Upper Hay","Central Peace - Lower","Mighty Peace Watershed Alliance"
"169","1121806","John D'Or Prairie","Mackenzie","58.942066","-114.996033","877.3845825","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic",,"Upper Hay","Lower Peace","Mighty Peace Watershed Alliance"
"170","1121811","Fox Lake","Mackenzie","58.913528","-114.697044","696.8012695","D","YES","Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands","Caribou Mountains Wildland","Upper Hay","Lower Peace","Mighty Peace Watershed Alliance"
"171","1121816","Garden Creek","Mackenzie","58.93309","-114.346619","709.434021","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands","Caribou Mountains Wildland","Upper Hay","Lower Peace","Mighty Peace Watershed Alliance"
"172","1121821","Garden Creek","Mackenzie","58.868519","-114.012985","291.4682007","B",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Lower Peace","Mighty Peace Watershed Alliance"
"173","1121826","Garden Creek","Wood Buffalo NP","58.882027","-113.626266","255.4302979","B","YES","Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"174","1121831","Garden Creek","Wood Buffalo NP","58.829926","-113.349533","228.850296","B",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"175","1121836","Garden Creek","Wood Buffalo NP","58.776077","-113.004959","256.7033997","E",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"176","1121841","Garden Creek","Wood Buffalo NP","58.749851","-112.632881","234.9105072","E","YES","Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"177","1121846","Fort Chipewyan","Wood Buffalo NP","58.711525","-112.310265","209","E",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Peace-Athabasca Delta",,,"Lower Peace","Mighty Peace Watershed Alliance"
"178","1121851","Fort Chipewyan","Wood Buffalo NP","58.662365","-111.971893","209","A",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Peace-Athabasca Delta",,,"Lower Peace","Mighty Peace Watershed Alliance"
"179","1121856","Fort Chipewyan","Wood Buffalo NP","58.667915","-111.615341","211.5935059","A",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Peace-Athabasca Delta",,,"Lower Peace","Mighty Peace Watershed Alliance"
"180","1121861","Fort Chipewyan","Wood Buffalo NP","58.592373","-111.314796","207.9149933","A","YES","Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Peace-Athabasca Delta",,,"Lower Peace","Mighty Peace Watershed Alliance"
"181","1121866","Fort Chipewyan","Wood Buffalo","58.554272","-110.968216","208.5","C",,"Boreal PLain","Green Area",,"Lower Athabasca",,"Boreal","Peace-Athabasca Delta",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"182","1121871","Fort Chipewyan","Wood Buffalo","58.5611","-110.643715","229.0285034","C","YES","Boreal Shield","Green Area",,"Lower Athabasca",,"Boreal","Athabasca Plain",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"183","1121876","Fort Chipewyan","Wood Buffalo","58.498306","-110.255699","270.8706055","C",,"Boreal Shield","Green Area",,"Lower Athabasca",,"Boreal","Athabasca Plain",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"184","1128616","Habay","Mackenzie","59.107876","-119.90197","451.0856934","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"185","1128621","Habay","Mackenzie","59.084869","-119.578171","433.4667053","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"186","1128626","Habay","Mackenzie","59.08355","-119.146049","395.3763123","B",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"187","1128631","Habay","Mackenzie","59.021698","-118.882507","366.7580872","B",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"188","1128636","Habay","Mackenzie","59.057106","-118.481262","347.6557007","B",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"189","1128641","Habay","Mackenzie","59.016953","-118.211037","345.3927002","E",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"190","1128646","Habay","Mackenzie","58.980862","-117.833282","336.9677124","E",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"191","1128651","High Level","Mackenzie","58.945358","-117.481285","366.7518005","E",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"192","1128656","High Level","Mackenzie","58.978397","-117.153389","417.3352051","A",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Hay",
"193","1128661","High Level","Mackenzie","58.901939","-116.75296","486.7955933","A",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Upper Hay","Hay",
"194","1128666","High Level","Mackenzie","58.878773","-116.427071","618.9384766","A",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Upper Hay","Hay",
"195","1128671","Fort Vermilion","Mackenzie","58.86908","-116.106911","713.8493042","C",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic",,"Upper Hay","Central Peace - Lower","Mighty Peace Watershed Alliance"
"196","1128676","John D'Or Prairie","Mackenzie","58.86084","-115.743073","773.7467041","C",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic",,"Upper Hay","Central Peace - Lower","Mighty Peace Watershed Alliance"
"197","1128681","John D'Or Prairie","Mackenzie","58.800537","-115.435524","935.5875855","C",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic",,"Upper Hay","Central Peace - Lower","Mighty Peace Watershed Alliance"
"198","1128686","John D'Or Prairie","Mackenzie","58.78894","-115.122055","886.1273804","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic",,"Upper Hay","Central Peace - Lower","Mighty Peace Watershed Alliance"
"199","1128691","Fox Lake","Mackenzie","58.7901","-114.773918","738.7103272","D",,"Taiga Plain","Green Area",,"Lower Peace",,"Boreal","Boreal Subarctic",,"Upper Hay","Lower Peace","Mighty Peace Watershed Alliance"
"200","1128696","Garden Creek","Mackenzie","58.721741","-114.33712","334.3359985","D",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Lower Peace","Mighty Peace Watershed Alliance"
"201","1128701","Garden Creek","Mackenzie","58.738762","-114.016357","247.388794","B",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Upper Hay","Lower Peace","Mighty Peace Watershed Alliance"
"202","1128706","Garden Creek","Wood Buffalo NP","58.694389","-113.777603","236.8455048","B",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"203","1128711","Garden Creek","Wood Buffalo NP","58.654724","-113.36055","258.157196","B",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"204","1128716","Garden Creek","Wood Buffalo NP","58.580917","-113.002159","248.0652008","E",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"205","1128721","Garden Creek","Wood Buffalo NP","58.610741","-112.680443","220.4510956","E",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Central Mixedwood",,,"Lower Peace","Mighty Peace Watershed Alliance"
"207","1128731","Fort Chipewyan","Wood Buffalo NP","58.477882","-112.052505","209","A",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Peace-Athabasca Delta",,,"Lower Peace","Mighty Peace Watershed Alliance"
"208","1128736","Fort Chipewyan","Wood Buffalo NP","58.485924","-111.694931","210.7115936","A",,"Boreal PLain",,,"Lower Peace","Wood Buffalo National Park of Canada","Boreal","Peace-Athabasca Delta",,,"Lower Peace","Mighty Peace Watershed Alliance"
"209","1128741","Fort Chipewyan","Wood Buffalo","58.441406","-111.346474","211.5798035","A",,"Boreal PLain","Green Area",,"Lower Athabasca",,"Boreal","Peace-Athabasca Delta",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"210","1128746","Fort Chipewyan","Wood Buffalo","58.363522","-110.99514","214.7315979","C",,"Boreal PLain","Green Area",,"Lower Athabasca",,"Boreal","Athabasca Plain",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"211","1128751","Fort Chipewyan","Wood Buffalo","58.377476","-110.641006","295.3244019","C",,"Boreal PLain","Green Area",,"Lower Athabasca",,"Boreal","Athabasca Plain",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"212","1128756","Fort Chipewyan","Wood Buffalo","58.3046","-110.380775","292.0180054","C",,"Boreal Shield","Green Area",,"Lower Athabasca",,"Boreal","Athabasca Plain",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
